ids, screen_name, followers, retweet, inreplyto, favorite, friends, listed, text
896368996806778881,RobertEugenefr2,18,1,,0,66,0,"RT @RobertEugenefr2: I KNOW MY FATHER,BOB FRANTZ SR.IF STILL ALIVE.WOULD BE VERY PROUD OF TRUMP.MY FATHER WAS ALSO A P.O.W.KOREA WAR!"
63471572,tomananda,65,0,,0,109,1,"""Melania Trump being against bullying is like Donald Trump being against modeling.""

Andy Borowitz #Borowitzreport #Dumptrump"
31655327,OneJusticeOrg,2330,2,,0,673,153,RT @TatianaYSanchez: California Attorney General @AGBecerra sues Trump over border wall construction https://t.co/Y20HQ4u2kV @mercnews #imm…
2557771554,_mustbetee,1529,7655,,0,649,16,RT @eatjaredtweets: Barack Obama to Donald DickHead Trump https://t.co/qgDSiHNAGA
815613067274895362,getchell_patty,859,25,,0,1142,15,RT @jdice03: POLL:  Why did Trump repeal... then decide to replace DACA?
4799328876,WilliamBighouse,1662,1020,,0,1935,20,RT @PrisonPlanet: May lectures Trump about refugees days after two refugees tried to bomb the London Underground. Give me strength. https:/…
4534138094,Cinianwidger1,493,2720,,0,1078,8,RT @dcpoll: 📣 Private jet owned by Manafort financier Deripaska [BANNED from US] was parked 25 min from Trump's NJ golf course the past 2 d…
1901928318,Squirrel_MA,2210,3,,0,2186,81,"RT @elihbeckman: Trump's reaction to a collision that killed 10 Navy sailors: ""That's too bad""—His feelings on Hillary Clinton's emails don…"
95273241,neofolk123,170,8,,0,536,21,"RT @Russ_Warrior: Descent into barbarism: #Trump makes virtue out of war and genocide at the UN.
By Finian Cunningham
https://t.co/ZliSpu7w…"
134198718,RobinSchroeds,325,0,CNNPolitics,0,398,10,"@CNNPolitics Well, Tim..obama had no support to make DACA permanent.  Why so “shocked”? Trump looking for legit per… https://t.co/TW7GlkMUAc"
823866286753148928,RolndKarl,891,1,Impeach_D_Trump,1,1035,4,@Impeach_D_Trump Twitler won't be pleased.
2698332895,feyenjill,199,5078,,0,827,0,"RT @crampell: Remember how Trump bragged about getting Manafort's services for free? If you aren't paying, you're not the customer -- you'r…"
2493013459,realtalktruthD,2709,0,,0,5000,44,Trump thanked the U.N. Security Council for voting unanimously to impose latest sanctions but indicated last week he found them insufficient
764165707,MJWebb3,205,1462,,0,561,0,RT @TeaPainUSA: Manafort hand-picked Pence for @VP because Russia wanted a solid ally in place in case the predictability unstable Trump wa…
105676487,dahlia201,659,25,,0,185,17,RT @jdice03: POLL:  Why did Trump repeal... then decide to replace DACA?
708338941179527168,G95538006Sharon,167,134,,0,150,2,"RT @AMike4761: So, Trump Gave $1 Million to Aid Hurricane Victims. #Hillary Sent $800,000 to #ANTIFA | Newly Press Network   #ma4t  https:/…"
228015335,SpryGuy,9656,59,,0,5388,239,RT @SpryGuy: It seems like the only goal that Republicans &amp; Trump have is undoing every single good thing Democrats ever did for the Americ…
753776027709472769,carolynfriend9,336,210,,0,1386,0,RT @DrDenaGrayson: What Mueller🇺🇸REALLY wants to know is why Trump &amp; Pence picked KNOWN #Russian🇷🇺agent Misha Flynn to become Nat Sec Advis…
266027324,julia_palooza,131,88,,0,266,6,"RT @factcheckdotorg: Is President Trump “creating job growth the likes of which our country has not seen in a very long time""? No. https://…"
22704969,backboneprog,4536,0,,0,3557,261,Trump Admin Doubles Down on Plans to Withdraw from Paris Deal as UNGA Makes Climate Top Priority https://t.co/KG2wMMeUPY via @democracynow
850404119529566208,MarkBraden10,326,97,,0,267,0,"RT @ElderLansing: Liberals call Potus Trump supporters white supremacists, Nazis, and coons but whine because he calls Fat Boy in NK Rocket…"
3368115981,nnnooan06,114,9,,0,153,0,RT @nickiknowsnada: Trump voters hating @Lawrence won't change best analysis on TV of DJT's long history of racism/sexism/pathological lyin…
113497892,Grumpy_GranPa,177,29,,0,748,5,RT @nytimes: Opinion: Are we down to President Pence?https://t.co/sHnEnX52Bg
1532706006,jetapp1,47,48143,,0,5,2,"RT @JulianAssange: Trump: I was ""wire tapped"" 
CNN: Haha. That idiot @realDonaldTrump thinks he was wiretapped.
..Six months later..
CNN: T…"
822624646025580544,DrOlgacgarcia1,1,0,POTUS,0,4,0,@POTUS please president Trump help the people of PR after this horrible hurricane
144360870,mdamelincourt,1630,0,,1,172,79,Working on our final plan for #NewYearsEve It is going to be fantastic with another spectacular Balloon Drop...#celebration #luxury #Trump
1329529915,steveinashland,124,4166,,0,234,10,"RT @JoshSchwerin: We read Hillary's Chairman's emails and learned about risotto.

We read Trump's Chairman's emails and learned about secre…"
25554266,LilyRex,1305,1,,0,1178,139,RT @proviewsusa: The minute a Trump supporter made eye contact and she saw his soul &amp; it was DARK very DARK. She's now in therapy! https://…
22101371,Fractaurean,612,320,,0,1622,454,"RT @tribelaw: Trump's way of praising African leaders at UN: ""I have so many friends going to your countries trying to get rich."" No commen…"
1101298442,SWS_EDU,627,7,,0,776,71,RT @pewresearch: 69% of Filipinos have confidence in Trump to do the right thing in world affairs; 94% said this of Obama in 2015 https://t…
3850651,TheJays,268,5,,0,792,25,"RT @nwg83: Or, maybe media's biggest 2016 mistake was 24/7 non-stop free live airtime for Trump? https://t.co/7qT7357HEp"
2755631844,DIGITALDECODED1,1814,1,,0,4996,589,"RT @DawoodAzami: #Trump at #UN called #Taliban a terrorist group &amp; evil.
Departure,at least rhetorically,from #Obama admin which called it…"
74579601,SailorDale,1402,0,LadyStark2017,0,3337,28,@LadyStark2017 @JonSnow_Resists @morning_wood21 @ismisnt @yesimrite @irishcream99 @nowthisnews @MarkRuffalo… https://t.co/t0b8FgOQS8
877056764830732288,theresa_schmidl,2634,1,,0,5001,3,"RT @Monymusk: ""It's a dog dream."" Is Trump the only world leader in history who could hand the N Koreans a propaganda advantage?
https://t.…"
531570903,blktheologian,529,0,,2,1593,52,"Most Blacks in America don't even know their ethnic background, but are chiding #Trump for #Nambia gaffe? #Namibia #UnitedNations #UNGA"
2291814199,kircher_r,123,0,,0,545,11,"Trump at UN: ‘ If the righteous many do not confront the wicked few, then evil will triumph’ https://t.co/GEdSKsMnpH"
259490295,Gift2USA,4071,107,,0,4544,287,RT @edbott: Actual voter fraud ... from a Trump nominee. https://t.co/OLnIC0pRtE https://t.co/GhwaCNemZk
224807080,jamestomk,50,0,NathanLerner,0,192,5,@NathanLerner appears that absolutely no one on the Trump campaign team expected a win. All out for themselves afterwards
821055116367183872,naynayfig,1308,107,,0,1744,6,"RT @ScottPresler: When I wake up every morning, I'm happy.

We defeated Hillary. We elected Trump. We made it happen.
#ThursdayThoughts htt…"
287474739,markwayne143,998,486,,0,2563,58,RT @justinhendrix: McClatchy: Trump bodyguard Gary Uher was FBI agent involved in  complex deal to bring Sater back from Russia in 90s: htt…
131215986,deanvargas6,479,807,,0,553,0,"RT @The_Trump_Train: Lawrence O'Donnell, the same man that says Trump has bad temperament, screams and berates his co-workers when he messe…"
1399627664,MissJoyLewis,557,7792,,0,366,1,RT @caurlaus: Read the replies and tell me Trump supporters aren't racist and insensitive little pieces of shit. https://t.co/de0WQFyGDH
532752909,CoolStoryTime,31,3180,,0,326,0,"RT @ananavarro: President (charlatan) Donald Trump, is a narcissist who cares about himself and his golf (courses), he lies- just wants to…"
616546922,fearlesswidow,6441,0,,0,6423,300,President Trump should look into this.  Or Dr. Ben Carson.  This is no time to inflict more persecution through law… https://t.co/7zMTwEFsnG
103608842,samir0403,1004,842,,0,2068,33,"RT @TrueFactsStated: Trump used Mike Flynn, Carter Page, Paul Manafort and Michael Cohen to set up quid pro quo with Russia. Hack election…"
1624144964,etheal2,242,90,,0,192,2,"RT @ABC: Pres. Trump records welcome message for new American citizens. ""This country is now your country."" https://t.co/C2vvPGBuvf https:/…"
18208368,kurtbardella,8402,4,,0,1755,168,"RT @saba_h: President Trump's August rally cost Phoenix taxpayers more than $450,000 https://t.co/dS19bqgNmA via @azcentral"
18422904,Osunga,1750,10,,0,4998,322,"RT @qz: There are 55 real African countries but Hollywood, and now Trump, keep making more up https://t.co/4SadvKJsfG"
2327171521,PeterHegener,153,146,,0,98,9,"RT @counterchekist: @TrickFreee Incomplete— FBI spying on Manafort who was spying on tRUmp for Russia who was spying on US/FBI.

Welcome to…"
47382405,mar0593,1583,145,,0,1247,13,"RT @CarmineZozzora: Hillary's boy @GStephanopoulos on a relentless quest for evidence from Donald Trump.

Because real news.

@KellyannePol…"
160160155,dotnagpur,80,15,,0,151,1,RT @Daily_Express: Japan moves missile interceptor in bid to stop Kim Jong-un as World War 3 fears grow https://t.co/ufMv8q7Yx7 https://t.c…
238733281,Ark_required,1274,4478,,0,2317,80,"RT @RogueSNRadvisor: Kelly screamed at Trump after UNGA speech - not the first time that's happened, either. About 2-3 mins of yelling behi…"
763963678274138112,Marie10066461,728,10,,0,321,140,"RT @foxnation: Ellen DeGeneres: Wouldn’t Have Trump on Show, He's 'Dangerous for the Country'  https://t.co/pMjGx3llRZ"
3399916539,RachelAlter007,453,0,,0,786,30,"Thank you Pres Trump for bringing attention to the African country Nambia, the main supplier of the world's covfefe. Neglected no longer."
794136673135181824,ReaganCBrown,477,603,,0,278,3,"RT @TheRickWilson: Has no one noticed that the Paul Manafort is an anagram for ""Anal Trump Oaf""?"
53072743,_flowerlover,574,81,,0,702,30,RT @cnnbrk: President Trump says he's planning to announce new sanctions against North Korea https://t.co/i1jpQYjWpu https://t.co/v1S8SFGKxl
913766935,BeliBecirovic,4,695,,0,24,0,"RT @tonyposnanski: I bet Trump would give anything to have lost presidency, won popular vote, and have an Emmy instead of being president &amp;…"
705194504068931584,DanielRollins18,236,151,,0,64,21,"RT @ColumbiaBugle: Nancy: Trump was right, Deport Them All. https://t.co/7akopPnIL5"
25526748,denisesteinberg,4831,480,,0,4855,3,"RT @sarahkendzior: I'll add ""Why is Manafort able to flee the US?"" to list of Trump/Russia questions, which includes ""Why do Kushner/Sessio…"
111698275,carynruby,1171,240,,0,1169,62,"RT @CNNPolitics: President Trump praises the health care of Nambia, a nonexistent African country https://t.co/TxTNKlmuid https://t.co/tleg…"
532458706,kwesr,839,463,,0,1170,53,RT @RhondaHurley2: Six #Corrupt US Agencies Conspired 2 Illegally Wiretap Trump; British Intel Used as Front to Spy on Campaign for NSA htt…
1930794883,Meghatron24,124,18,,0,332,7,RT @WaPoSean: Read @costareports @PhilipRucker on how the GOP persuaded Trump to campaign in Alabama https://t.co/MhijhcGxaL
1684270813,CatWomanForReal,128,1010,,0,451,4,"RT @RWPUSA: Trump ethics: an emolumental mess.

Steve Mnuchin jet request only the start of White House ethics issues https://t.co/eQvXWlJK…"
383961723,el_dary15,1036,52,,0,731,41,"RT @NBCNews: President Trump: ""Puerto Rico was absolutely obliterated... Puerto Rico is in very, very, very tough shape."" https://t.co/fPID…"
4304666474,motsuroproject,278,663,,0,1488,2,RT @DemWrite: Trump's judicial nominees share a troubling anti-LGBTQ track record. The goal's clear: overturn marriage equality. 👇🏽https://…
2506843521,KimKimmwaters,898,459,,0,186,30,RT @Franklin_Graham: What do the leaders of North Korea &amp; Iran have in common w/ liberal media in the US? They all hated @POTUS Donald Trum…
822643909343973378,MsSwis,21,1,,0,36,0,RT @patriotpowermom: @BreitbartNews The Trump train does not want Mitch McConnell and Paul Ryan's choice. They have no standing anymore sin…
817618717,jothecatlady,218,18311,,0,244,26,"RT @normwilner: What a strange way to find out Ivanka Trump doesn't know what ""otherwise"" means. https://t.co/lGIQPdoHMB"
357538648,GabrielStoeckle,10,0,,0,68,0,"That's like ""true Germans..."" horrible #Trump https://t.co/PUSAWSrnEh"
827587823201034241,diannemando,387,0,,0,303,4,"Paul Manafort's Tweets About Russia, Trump, Hillary Clinton | https://t.co/ZOxyamVZ95 https://t.co/x9iMC6xUpU"
947100860,andypafish,39,0,TRUMP_NAMVET,0,266,0,@TRUMP_NAMVET @BartB75231815 @mosesbread72 I have not had a gun to my head no. But I have worked with people that h… https://t.co/pveSdEwByC
888471183963959297,ThomasJ57998235,39,118,,0,54,0,"RT @Impeach_D_Trump: If Trump Doesn't already have Alzheimer's, which can be debated, How would we even know when he gets it?"
514822327,RaheRaymond,353,1463,,0,749,7,RT @TeaPainUSA: Manafort hand-picked Pence for @VP because Russia wanted a solid ally in place in case the predictability unstable Trump wa…
2319339266,MADE__USA,75142,48,,0,55962,227,"RT @deborahjuanita4: Trump :  I was Wiretapped , Paul Ryan Is An Idiot , Here We Are Now Dammit Trump Was Wiretapped Whose Right And Whose…"
853955440614326273,ShunaMabuchi,1717,695,,0,2534,5,"RT @PoliticalShort: In 2016, Obama officials searched through intelligence on U.S. citizens a record 30,000 times, up from 9,500 in 2013 ht…"
704741264189620225,spitfred87,6,242,,0,37,0,"RT @TIME: Iranian President calls President Trump's U.N. speech ""ignorant and hateful"" https://t.co/FyUwl0Qytp"
4307121269,GooglePixel_,98,0,,0,61,17,Trump Is Far More Embarrassing to the U.S. Than the Iran Nuclear Deal Is https://t.co/T9T2liMbZO https://t.co/7iaPmOwoOS
22733710,YelenaShuster,955,4166,,0,608,31,"RT @JoshSchwerin: We read Hillary's Chairman's emails and learned about risotto.

We read Trump's Chairman's emails and learned about secre…"
2753066428,jennilastname,791,5579,,0,2413,0,RT @GeorgeTakei: Trump claims the wiretapping of Manafort was politically motivated. But the original FISA warrant issued before Trump decl…
309126590,greg_jenner,44206,1,,0,7953,720,"RT @realTrumpcast: Today: Swirling investigations, a new home, and a new job – what is life in Washington like for Ivanka Trump? https://t.…"
877991355007500288,MILFBuster1,34,48,,0,114,0,"RT @AmRenaissance: ""In the last 12 years, hurricanes have killed 332 Americans, and illegal immigrants have killed 7,000 Americans.""

https…"
73691378,baymescarly,19,1,,0,116,4,RT @McCreaImmLaw: Anti-Trump Tech Workers Are Ditching the U.S. for Canada #cdnimm https://t.co/wGqekuifFV
628638850,Shimmyfab,9952,269,,0,10961,409,"RT @neontaster: Ben Rhodes: Trump is alienating our allies.
Also Ben Rhodes: LOL Bibi loves genocide and kisses Trump's ass. https://t.co/O…"
1532396586,Stephen45514102,1488,0,,0,3928,6,"Trump slashes at Obama's legacy, but risks his own https://t.co/dKuz9GppFB"
113975240,Jinxmusicman,29,1,,1,70,0,I will teach my children good values. Being Deplorable is not an option. #notmypresident @Rosie @Impeach_D_Trump https://t.co/6xz5hZ6ilW
1099771423,mhai56,814,775,,0,1043,46,RT @tonyposnanski: Melania Trump talking about cyber bullying to the UN is like Mike Huckabee talking about being humane to dogs to PETA.
627489961,JuryGmail,245,6,,0,20,9,RT @nktpnd: Afghan President Is In Favor Of Trump's Strategy To End The War https://t.co/2BL3b3Yuo0
58052610,rafat777,3666,562,,0,2764,281,RT @BreitbartNews: They're still trying to claim they were right because there weren't literal bugs in all of Trump Tower's landlines. http…
4776757226,EggRetweet,868,171,,0,0,189,RT @WhiteHouse: President Donald J. Trump Approves U.S. Virgin Islands Disaster Declaration: https://t.co/Y6e4N2T654
27226639,Newsmann,1162,4166,,0,354,63,"RT @JoshSchwerin: We read Hillary's Chairman's emails and learned about risotto.

We read Trump's Chairman's emails and learned about secre…"
122550102,rrrrrbaughman,16,0,SopanDeb,0,51,0,"@SopanDeb Using your logic, then was Trump talking about grabbing women's attention by befriending their felines?"
760895416820965376,Natyspizzza,323,81915,,0,295,2,"RT @StephenKing: Trump thinks hitting a woman with a golf ball and knocking her down is funny. Myself, I think it indicates a severely fuck…"
802844174,barb_swan,345,185,,0,1046,69,RT @TheRickWilson: What an amazing day! In just nine hours we hit 20% of our goal. We ne... https://t.co/c324j2xODL
1344688189,PratoCate,243,1090,,0,377,11,"RT @jaketapper: Trump judicial nominee said transgender children are part of 'Satan's plan', defended 'conversion therapy' https://t.co/0Xt…"
1524787770,DevinSavageOfcl,2256,303,,0,678,49,"RT @SharylAttkisson: It looks like Obama did spy on Trump, just as he apparently did to me https://t.co/d6clOZADvp"
801321526586933248,banoobux1,3397,50,,0,4261,11,"RT @AWAKEALERT: US destroyed Iraq Libya &amp; Syria &amp; Trump knew US armed ISIS, yet he makes false accusations against #Assad &amp; invokes the nam…"
111690672,AuntLulie,7209,1010,,0,7332,120,"RT @RWPUSA: Trump ethics: an emolumental mess.

Steve Mnuchin jet request only the start of White House ethics issues https://t.co/eQvXWlJK…"
1975503816,slickferret,97,405,,0,396,0,RT @OccupyDemocrats: #Breaking News: A New Documentary Just Exposed Trump Tower As A Hotbed Of Russian Mob Activity [WATCH HERE] https://t.…
35045469,scibbe,373,210,,0,518,7,RT @DrDenaGrayson: What Mueller🇺🇸REALLY wants to know is why Trump &amp; Pence picked KNOWN #Russian🇷🇺agent Misha Flynn to become Nat Sec Advis…
2442045044,Gregs4Grabs,2174,1,,0,854,37,"RT @AIIAmericanGirI: Trump's comments on North Korea, from 'fire and fury' to blaming China @FoxNews
https://t.co/snNZk5dvIR"
777014731584352256,Daily_Planet_1,67,0,jimmykimmel,0,257,8,@jimmykimmel @libbylovescards @BillCassidy @LindseyGrahamSC @ChrisChristie ...debate the other side. You're not an… https://t.co/4HGFjCQjCv
892472374519635968,AmJimoh,188,315,,0,1361,1,"RT @NGRPresident: Pres @MBuhari thanked Pres Trump for his goodwill phone call earlier in the year, and for fulfillment of his arms support…"
64682564,joimbow,1413,0,,0,2971,50,Two REALLY awful choices.  Are We Down to President Pence? https://t.co/srumisoAuS
722982056,mwasserman13,140,65,,0,750,6,RT @RMSchneiderman: How the right lost its mind and embraced Donald Trump https://t.co/4K3oedZEpe @NaveedAJamali @MalcolmNance @maddow @Joy…
140426223,liquidcyber,360,0,,0,212,12,I love to go thru these people timelines and see they have no life but Trump derangement . https://t.co/UV3audXLh0
1350242936,Zeeklageek,279,984,,0,1830,3,RT @CNNPolitics: CNN’s @jaketapper breaks down a claim President Trump made about the US economy and jobs during his speech at #UNGA https:…
3609001333,rhapsody1017,119,1020,,0,246,1,RT @PrisonPlanet: May lectures Trump about refugees days after two refugees tried to bomb the London Underground. Give me strength. https:/…
302004290,pdjf1,4266,3740,,0,4999,116,RT @JackPosobiec: I'm just going to say it - the whole Russian conspiracy theory is likely just to cover the fact they spied on Trump
3299232226,1fritiof,760,0,,0,2040,5,"Trump's Indecisive, Ill-Prepared Debut at the United Nations https://t.co/oZOXCZll9Z"
760880653156089856,SharenCarr3,638,580,,0,2429,1,"RT @Fuctupmind: Samantha Power
Rice
Brennan
Power one request for every working day in 2016 – and sought info in the days leading up to Tru…"
602118386,The_Jon_Snow,410,0,KDWilliams10,0,689,24,@KDWilliams10 @TRUMP_NAMVET @mosesbread72 I assure you I did not
22419299,FatherThomas,104,0,,0,214,6,Trump's Presidency Is The Worst of Our Collective History and His Life Story https://t.co/uYuYfOhpyy
2222074681,fxlozano,611,9366,,0,1384,68,"RT @realDonaldTrump: On behalf of all Americans, I want to wish Jewish families many blessings in the New Year. https://t.co/m4VWxYvONx htt…"
2262620679,VickyWillkan,3492,184,,0,5001,126,RT @WhiteHouse: President Donald J. Trump Approves Puerto Rico Disaster Declaration: https://t.co/AFVUysLZVj
3071965544,choctawoliver,244,9938,,0,701,4,"RT @RogueSNRadvisor: Donald Trump is a dangerous, small minded idiot who has no business being President. RT if you agree."
3061693668,vgroglio,264,0,BreitbartNews,12,182,2,@BreitbartNews As long as they were properly vetted President Trump would not have a problem.
868681737722777600,_ShaG_,2166,12,,0,3884,1,"RT @jstines3: MT @JrcheneyJohn: Trump wants Tax Cuts &amp; Tax Reform. Problem, Lack Of Leadership! https://t.co/fpTaYNNQR7 #MooreSenate #Ditch…"
3297022953,kwilli1046,57322,340,,0,38367,306,"RT @RavenNightMyst: #MAGA #Winning #TrumpEffect - Republican Voters Surge: If Election Were Today, Trump Would Win MORE States https://t.co…"
2822558919,kimberly010960,2951,1,,0,3432,76,RT @LittleItaly53: @kimberly010960 @PoliticalShort @GOPjenna Obama set it up right before he left so that anyone could see anything for exp…
457743272,DrDinD,9998,44,,0,10771,212,"RT @TheRynheart: @realDonaldTrump @ricardorossello Trump hires campaign workers instead of farm experts at USDA. Dumbing down America, one…"
2958943328,EternaFreeda,2760,4,,0,2552,84,"RT @John3_and_16: @JackPosobiec Rumor has it MAGA planning to BOO Luther Strange at Trump Alabama Rally!! Here's tickets:
https://t.co/xOJ4…"
1292435510,godcountryfam,151,5207,,0,371,14,RT @Thomas1774Paine: EXCLUSIVE: Six U.S Agencies Conspired to Illegally Wiretap Trump; British Intel Used as NSA Front to Spy on Campaign h…
339831428,SeldenGADawgs,14939,319,,0,12693,226,"RT @dcexaminer: James Clapper: ""It's possible"" that Trump's voice was picked up by Manafort wiretap https://t.co/ZnCQIsYdYX https://t.co/Ei…"
3141948314,thecollector86,1359,6,,0,1655,24,"RT @jeepsuzih2: RIGHT ON SPOT
 Liberals are OUTRAGED Because Trump Challenged Socialism and Dictators
 He put #AmericaFirst 🇺🇸❤
 
 Let That…"
17663326,burkhalter,252,183,,0,1247,16,"RT @sarahkendzior: Trump/Russia investigation has always been a race against time, whether GOP trying to pass deadly bills under wire or Tr…"
2825458002,tacomonstrous,3,0,bdylan234,0,46,0,@bdylan234 @NateSilver538 Does this control for the fact that Trump had an order of magnitude more blunders?
2476447865,brittanybby196,37,3,,0,1623,20,RT @ricknajera: Woke up  thinking Hurricane Irma and Jose are not hoax's created by China.  Global  warming is real wake up Trump  wake up…
779330958663290880,wil91116385,278,61,,0,361,49,"RT @MadisonSiriusXM: We've had white folk going to Africa to get rich ever since they discovered Africa. This ain't new. #staywoke #Trump
h…"
27711304,vikkie,7929,1129,,0,997,149,"RT @daveweigel: And ""he's too rich to be influenced by donors/special interests"" was an underrated part of Trump's appeal. https://t.co/aXT…"
719213679934181376,AmyGallop66,3436,0,Paulhaider74,0,2452,123,@Paulhaider74 Socialism works. However Trump is so stupid that he doesn't know the difference between it and commun… https://t.co/TLJBZ4Wwas
259619085,MommeRizvi,29,0,StateDept,0,174,3,@StateDept @POTUS Trump is the biggest threat to global peace
885648023384186883,MIdifference2,4060,3050,,0,2511,1,"RT @StockMonsterUSA: UNMASKING INVESTIGATION !! 

Calls to Bring on LOGAN's ACT!!

Obama's Samantha Powers had Over 260 UNMASKING request F…"
3649091,danisse,188,212,,0,187,25,"RT @JuddLegum: Mike Pence, apparently, can't even remember Paul Manafort's name. Referred to him as ""somebody"" on Fox &amp; Friends https://t.c…"
610341256,LanaAshford1,986,1186,,0,336,2,RT @infowars: Roger Stone: Mueller Has Told Manafort To Lie About Trump Or He Will Be Railroaded To Prison https://t.co/2JYPyvpHkt
43590098,thiafinart,1094,1391,,0,734,137,RT @RVAwonk: So one of Trump's judicial nominees thinks it's ok to electrocute gay people &amp; another thinks voting rights don't apply to bla…
95633525,velmahall,24,109,,0,67,0,"RT @amjoyshow: 'Yup, We're Embarrassed Too': Photo Shows WH Chief of Staff Kelly Face-Palming During #Trump's UN Speech https://t.co/DXH6Rs…"
898891558455582720,farve_1,7,330,,0,44,0,RT @KeithOlbermann: NEW: When TRUMP tweeted 'Obama is a racist' no one demanded NBC fire him. But he is the human Double Standard https://t…
1057220456,BittenSuicide,17474,57,,0,155,0,RT @LOLGOP: Trump's presidency is pretty much going exactly as predicted. https://t.co/kmgGsjzJLV
437019753,TimothyNoah1,15419,0,,0,2743,611,"Hypocrite or furtive dissident? Surely no one is more aware ""bully"" is a loaded term in this White House than she.  https://t.co/UXwEX5TuRx"
54315703,RandallVC,3365,0,,0,5001,15,Amazing. Here we have traitor tRUmp his with cult followers that still can't get over Obama. Block this dangerous t… https://t.co/6j5SgNZOPZ
196685871,NormiesBGone,194,45,,0,453,13,"RT @TheMarkPantano: It's always good for any White House when their chief antagonist is an intellectual lightweight like Jim @Acosta.

http…"
869553520793595905,US_currentevent,2010,0,,0,1296,5,Trump says Lindsey Graham ‘lied’ about Trump’s Charlottesville comments. Did he? https://t.co/fGC9RiKCXn
827935669238583296,nikassie,4,4166,,0,18,0,"RT @JoshSchwerin: We read Hillary's Chairman's emails and learned about risotto.

We read Trump's Chairman's emails and learned about secre…"
1651087532,mrose887,569,55,,0,1693,11,RT @elihbeckman: Trump criticized the UN for not bringing about world peace—immediately after threatening nuclear war on #NorthKorea in his…
57203073,fiesta5,168,0,IRdotnet,1,237,7,"@IRdotnet We EXPECTED a POTUS who was methodical &amp; compassionate
Instead Trump is:
IGNORANT
RACIST
BULLY
CRUDE
VILE… https://t.co/FzIGv45Dhr"
861048622732980224,magnus_gao,28,0,plg_and_poli,0,187,1,"@plg_and_poli Advise from me, a chinese: NEVER EVER BELIEVE XINHUA NEWS. THEY ARE LIARS, BIGGER LIARS THAN TRUMP."
479417148,OmnivoreBlog,375,0,DawnDCS92,0,681,21,@DawnDCS92 Trump doesn't know if he was surveiled. He saw it on Fox &amp; Friends. THAT'S THE PROBLEM.
870639979218829312,News_NotesUSA,2686,0,,0,2134,11,Fact check: Trump makes misleading claims at Iowa rally | Latest unbiased news about US Politics https://t.co/0oNpe0rqr3
4428271317,kyungkarenmend1,3529,3,,0,4776,16,RT @kyungkarenmend1: North Korea is correct. How many times has trump and Nimrata threatened N.Korea with empty threats. All Bark NO BITE h…
820727590323372032,bluejaybirb,33,84,,0,70,0,"RT @TheLocalGod: Hey Trump
*beats wife*
That UN speech
*lashes a gay man*
Belongs in medieval times
*cuts off daughter’s clit* https://t.co…"
1449739268,dmcgilkathome,22,230,,0,226,1,"RT @NatashaBertrand: 1) Manafort allegedly disappeared w/Deripaska’s $$—not vice versa. 
2) He suddenly stopped trying to collect after Tru…"
113702723,chelleinchicago,359,0,paleofuture,0,680,5,@paleofuture Sounds like Oscar campaigning is on.  Giving one to Sandler would basically do to the Oscars what Trum… https://t.co/iUR0vaBuLH
749989405,mr_nkanyezi,224,34,,0,267,4,"RT @MudzChati: @Emicho_Dinduit @rppp01a @OFFICIALBEARDY @CookTheGreat @C_Jill_Run If Zimbabwe = Robert Mugabe
America = Trump 

The ideals…"
171954269,sabulosaa,179,2564,,0,63,2,"RT @SenWarren: I stand with @SenFranken in saying no: We won’t let Trump &amp; the GOP bypass the process &amp; stack courts with pro-corporate, ri…"
62499498,wildmeems,1029,113,,0,1159,9,"RT @RNRKentucky: #JohnKerry 🇺🇸 has a 'LOT' worse names for #KJU than just #RocketMan 
Wanna' see? You know what to do, folks! #RNRKY

https…"
1526752657,BlazenBlade,136,12,,0,757,5,"RT @cristianafarias: Still can't get over this picture and caption from May, reprinted in today's @nytimes report on Bob Mueller. https://t…"
395304226,relaxgiordano,262,180,,0,282,19,"RT @ScottAdamsSays: Also, there is no way Trump will ever win the GOP nomination, much less the general election. https://t.co/Osf0UNXmMx"
836853005148356608,KittenMckays,356,0,jbassset,0,606,1,@jbassset @AldousHuxley120 @Maelie124 @hshane2112 @JennyBangBang4 @vasego1 @NancyDiMattia1 @RachelChauvin1… https://t.co/LYaEE8uFn1
884034594307096578,litocolna1977,14,146,,0,89,0,"RT @dcperry: When Trump says, ""A lot of people don't know that,"" he means, ""I didn't know that until I read it in my own speech just now."""
2866815360,dramariajn,331,81915,,0,442,60,"RT @StephenKing: Trump thinks hitting a woman with a golf ball and knocking her down is funny. Myself, I think it indicates a severely fuck…"
1927212576,teichhetry,235,18312,,0,1207,4,"RT @normwilner: What a strange way to find out Ivanka Trump doesn't know what ""otherwise"" means. https://t.co/lGIQPdoHMB"
411194431,TES_4Trump,1417,18,,0,1113,35,RT @DailyCaller: Three Congressmen Arrested For ‘Civil Disobedience’ Outside Trump Tower https://t.co/5qcQWcZyGq https://t.co/sSrs7zQem9
40063287,kkellyyoga,1647,172,,0,1098,44,"RT @CecileRichards: When women aren’t at the table, we’re on the menu. https://t.co/LtCp8MZ7Iw"
3681587594,ame_saikai,913,0,,0,920,15,BBC News - North Korea says Trump speech is 'a dog's bark' https://t.co/tDWSLMzDIk
1645876892,channel1america,567,0,,0,1094,42,"ABCNEWS reports President Trump says Puerto Rico was ""absolutely obliterated"" by Hurricane #Maria … https://t.co/LCTRwYn041"
